"date","price","volume","type","year","region"
"6/4/17",1.73,590.58,"conventional",2017,"Boston"
"6/11/17",1.72,583.709,"conventional",2017,"Boston"
"6/18/17",1.66,581.303,"conventional",2017,"Boston"
"6/25/17",1.68,545.889,"conventional",2017,"Boston"
"7/2/17",1.67,545.128,"conventional",2017,"Boston"
"7/9/17",1.69,560.022,"conventional",2017,"Boston"
"7/16/17",1.56,594.016,"conventional",2017,"Boston"
"7/23/17",1.37,686.735,"conventional",2017,"Boston"
"7/30/17",1.48,568.256,"conventional",2017,"Boston"
"8/6/17",1.55,604.759,"conventional",2017,"Boston"
"8/13/17",1.52,624.419,"conventional",2017,"Boston"
"8/20/17",1.77,474.982,"conventional",2017,"Boston"
"8/27/17",1.79,455.915,"conventional",2017,"Boston"
"9/3/17",1.81,457.862,"conventional",2017,"Boston"
"9/10/17",1.63,524.513,"conventional",2017,"Boston"
"9/17/17",1.58,462.797,"conventional",2017,"Boston"
"9/24/17",1.62,498.02,"conventional",2017,"Boston"
"10/1/17",1.62,482.272,"conventional",2017,"Boston"
"10/8/17",1.61,451.609,"conventional",2017,"Boston"
"10/15/17",1.59,418.234,"conventional",2017,"Boston"
"10/22/17",1.48,435.244,"conventional",2017,"Boston"
"10/29/17",1.49,465.106,"conventional",2017,"Boston"
"11/5/17",1.49,440.972,"conventional",2017,"Boston"
"11/12/17",1.23,639.092,"conventional",2017,"Boston"
"11/19/17",1.36,476.236,"conventional",2017,"Boston"
"11/26/17",1.39,423.778,"conventional",2017,"Boston"
"12/3/17",1.4,488.588,"conventional",2017,"Boston"
"12/10/17",1.14,687.252,"conventional",2017,"Boston"
"12/17/17",1.28,516.771,"conventional",2017,"Boston"
"12/24/17",1.45,414.148,"conventional",2017,"Boston"
"12/31/17",1.4,419.697,"conventional",2017,"Boston"
"1/7/18",1.28,685.418,"conventional",2018,"Boston"
"1/14/18",1.49,533.15,"conventional",2018,"Boston"
"1/21/18",1.12,999.783,"conventional",2018,"Boston"
"1/28/18",1.22,800.274,"conventional",2018,"Boston"
"2/4/18",1.39,725.934,"conventional",2018,"Boston"
"2/11/18",1.3,834.305,"conventional",2018,"Boston"
"2/18/18",1.51,515.023,"conventional",2018,"Boston"
"2/25/18",1.41,527.275,"conventional",2018,"Boston"
"3/4/18",1.19,785.189,"conventional",2018,"Boston"
"3/11/18",1.34,629.091,"conventional",2018,"Boston"
"3/18/18",1.38,602.177,"conventional",2018,"Boston"
"3/25/18",1.39,641.462,"conventional",2018,"Boston"
"1/4/15",1.83,2.192,"organic",2015,"Boston"
"1/11/15",1.94,2.218,"organic",2015,"Boston"
"1/18/15",2,2.209,"organic",2015,"Boston"
"1/25/15",2.01,1.948,"organic",2015,"Boston"
"2/1/15",1.78,2.944,"organic",2015,"Boston"
"2/8/15",1.91,3.098,"organic",2015,"Boston"
"2/15/15",1.91,2.272,"organic",2015,"Boston"
"2/22/15",1.74,3.326,"organic",2015,"Boston"
"3/1/15",1.85,3.024,"organic",2015,"Boston"
"3/8/15",1.91,2.567,"organic",2015,"Boston"
"3/15/15",1.99,1.966,"organic",2015,"Boston"
"3/22/15",1.94,2.763,"organic",2015,"Boston"
"3/29/15",1.98,2.122,"organic",2015,"Boston"
"4/5/15",1.91,3.203,"organic",2015,"Boston"
"4/12/15",1.86,3.619,"organic",2015,"Boston"
"4/19/15",1.94,2.696,"organic",2015,"Boston"
"4/26/15",1.86,3.518,"organic",2015,"Boston"
"5/3/15",1.82,4.123,"organic",2015,"Boston"
"5/10/15",2.02,3.429,"organic",2015,"Boston"
"5/17/15",1.91,4.367,"organic",2015,"Boston"
"5/24/15",1.94,3.508,"organic",2015,"Boston"
"5/31/15",1.94,4.236,"organic",2015,"Boston"
"6/7/15",2,3.641,"organic",2015,"Boston"
"6/14/15",2.03,2.943,"organic",2015,"Boston"
"6/21/15",2.06,2.663,"organic",2015,"Boston"
"6/28/15",2.03,3.045,"organic",2015,"Boston"
"7/5/15",2.13,3.136,"organic",2015,"Boston"
"7/12/15",2.19,2.764,"organic",2015,"Boston"
"7/19/15",2.05,3.388,"organic",2015,"Boston"
"7/26/15",2.02,3.367,"organic",2015,"Boston"
"8/2/15",2.12,3.357,"organic",2015,"Boston"
"8/9/15",2.02,2.955,"organic",2015,"Boston"
"8/16/15",2.09,2.695,"organic",2015,"Boston"
"8/23/15",2,3.08,"organic",2015,"Boston"
"8/30/15",2.03,2.634,"organic",2015,"Boston"
"9/6/15",1.97,3.344,"organic",2015,"Boston"
"9/13/15",2,3.284,"organic",2015,"Boston"
"9/20/15",2.01,2.623,"organic",2015,"Boston"
"9/27/15",2,2.023,"organic",2015,"Boston"
"10/4/15",1.28,8.186,"organic",2015,"Boston"
"10/11/15",1.26,7.699,"organic",2015,"Boston"
"10/18/15",1.26,6.986,"organic",2015,"Boston"
"10/25/15",1.27,8.471,"organic",2015,"Boston"
"11/1/15",1.3,7.166,"organic",2015,"Boston"
"11/8/15",1.22,7.508,"organic",2015,"Boston"
"11/15/15",1.15,8.779,"organic",2015,"Boston"
"11/22/15",1.27,7.668,"organic",2015,"Boston"
"11/29/15",1.28,6.87,"organic",2015,"Boston"
"12/6/15",1.29,8.286,"organic",2015,"Boston"
"12/13/15",1.55,8.564,"organic",2015,"Boston"
"12/20/15",1.41,7.939,"organic",2015,"Boston"
"12/27/15",1.48,7.986,"organic",2015,"Boston"
"1/3/16",1.26,7.629,"organic",2016,"Boston"
"1/10/16",1.32,7.752,"organic",2016,"Boston"
"1/17/16",1.13,9.327,"organic",2016,"Boston"
"1/24/16",1.46,8.85,"organic",2016,"Boston"
"1/31/16",1.52,8.222,"organic",2016,"Boston"
"2/7/16",1.62,9.462,"organic",2016,"Boston"
"2/14/16",1.59,9.527,"organic",2016,"Boston"
"2/21/16",1.52,9.394,"organic",2016,"Boston"
"2/28/16",1.64,11.259,"organic",2016,"Boston"
"3/6/16",1.7,10.2,"organic",2016,"Boston"
"3/13/16",1.59,10.556,"organic",2016,"Boston"
"3/20/16",1.59,11.666,"organic",2016,"Boston"
"3/27/16",1.59,13.143,"organic",2016,"Boston"
"4/3/16",1.73,12.763,"organic",2016,"Boston"
"4/10/16",1.68,14.564,"organic",2016,"Boston"
"4/17/16",1.59,12.779,"organic",2016,"Boston"
"4/24/16",1.73,18.657,"organic",2016,"Boston"
"5/1/16",1.79,18.537,"organic",2016,"Boston"
"5/8/16",1.58,15.59,"organic",2016,"Boston"
"5/15/16",1.58,14.776,"organic",2016,"Boston"
"5/22/16",1.57,18.031,"organic",2016,"Boston"
"5/29/16",1.59,12.652,"organic",2016,"Boston"
"6/5/16",1.49,12.723,"organic",2016,"Boston"
"6/12/16",1.37,10.051,"organic",2016,"Boston"
"6/19/16",1.53,11.59,"organic",2016,"Boston"
"6/26/16",1.6,12.443,"organic",2016,"Boston"
"7/3/16",1.61,14.71,"organic",2016,"Boston"
"7/10/16",1.59,12.513,"organic",2016,"Boston"
"7/17/16",1.77,14.777,"organic",2016,"Boston"
"7/24/16",1.49,9.838,"organic",2016,"Boston"
"7/31/16",1.14,7.313,"organic",2016,"Boston"
"8/7/16",1.31,9.58,"organic",2016,"Boston"
"8/14/16",1.23,7.118,"organic",2016,"Boston"
"8/21/16",1.28,11.414,"organic",2016,"Boston"
"8/28/16",1.36,8.395,"organic",2016,"Boston"
"9/4/16",1.73,14.518,"organic",2016,"Boston"
"9/11/16",1.84,16.981,"organic",2016,"Boston"
"9/18/16",1.86,18.372,"organic",2016,"Boston"
"9/25/16",1.72,13.905,"organic",2016,"Boston"
"10/2/16",1.63,11.208,"organic",2016,"Boston"
"10/9/16",1.57,10.418,"organic",2016,"Boston"
"10/16/16",1.43,8.76,"organic",2016,"Boston"
"10/23/16",1.32,8.154,"organic",2016,"Boston"
"10/30/16",1.49,8.408,"organic",2016,"Boston"
"11/6/16",1.72,9.755,"organic",2016,"Boston"
"11/13/16",1.59,9.661,"organic",2016,"Boston"
"11/20/16",1.8,11.288,"organic",2016,"Boston"
"11/27/16",1.94,9.786,"organic",2016,"Boston"
"12/4/16",2,13.906,"organic",2016,"Boston"
"12/11/16",1.88,13.715,"organic",2016,"Boston"
"12/18/16",2,11.811,"organic",2016,"Boston"
"12/25/16",1.98,11.553,"organic",2016,"Boston"
"1/1/17",2.06,13.438,"organic",2017,"Boston"
"1/8/17",1.95,17.555,"organic",2017,"Boston"
"1/15/17",1.88,17.012,"organic",2017,"Boston"
"1/22/17",1.93,15.417,"organic",2017,"Boston"
"1/29/17",1.9,15.271,"organic",2017,"Boston"
"2/5/17",1.63,22.249,"organic",2017,"Boston"
"2/12/17",1.95,17.727,"organic",2017,"Boston"
"2/19/17",2.06,16.177,"organic",2017,"Boston"
"2/26/17",2.01,14.572,"organic",2017,"Boston"
"3/5/17",1.72,19.27,"organic",2017,"Boston"
"3/12/17",2.09,18.295,"organic",2017,"Boston"
"3/19/17",2.06,18.135,"organic",2017,"Boston"
"3/26/17",2.02,17.308,"organic",2017,"Boston"
"4/2/17",2,16.321,"organic",2017,"Boston"
"4/9/17",2,17.033,"organic",2017,"Boston"
"4/16/17",2,17.641,"organic",2017,"Boston"
"4/23/17",1.88,17.773,"organic",2017,"Boston"
"4/30/17",2.02,17.864,"organic",2017,"Boston"
"5/7/17",1.98,21.056,"organic",2017,"Boston"
"5/14/17",1.99,21.115,"organic",2017,"Boston"
"5/21/17",1.92,22.166,"organic",2017,"Boston"
"5/28/17",2.04,20.86,"organic",2017,"Boston"
"6/4/17",2.04,22.925,"organic",2017,"Boston"
"6/11/17",2.07,20.438,"organic",2017,"Boston"
"6/18/17",2.12,23.278,"organic",2017,"Boston"
"6/25/17",2.13,22.051,"organic",2017,"Boston"
"7/2/17",2.13,19.687,"organic",2017,"Boston"
"7/9/17",2.17,20.153,"organic",2017,"Boston"
"7/16/17",1.61,25.501,"organic",2017,"Boston"
"7/23/17",1.59,28.957,"organic",2017,"Boston"
"7/30/17",1.61,23.891,"organic",2017,"Boston"
"8/6/17",1.61,22.038,"organic",2017,"Boston"
"8/13/17",1.77,18.947,"organic",2017,"Boston"
"8/20/17",1.72,22.955,"organic",2017,"Boston"
"8/27/17",1.75,22.339,"organic",2017,"Boston"
"9/3/17",1.76,22.577,"organic",2017,"Boston"
"9/10/17",1.74,25.48,"organic",2017,"Boston"
"9/17/17",1.56,31.066,"organic",2017,"Boston"
"9/24/17",1.56,31.133,"organic",2017,"Boston"
"10/1/17",1.61,26.719,"organic",2017,"Boston"
"10/8/17",1.56,30.044,"organic",2017,"Boston"
"10/15/17",1.6,37.877,"organic",2017,"Boston"
"10/22/17",1.58,34.913,"organic",2017,"Boston"
"10/29/17",1.83,34.011,"organic",2017,"Boston"
"11/5/17",1.95,28.627,"organic",2017,"Boston"
"11/12/17",1.87,26.148,"organic",2017,"Boston"
"11/19/17",1.81,26.15,"organic",2017,"Boston"
"11/26/17",1.81,21.588,"organic",2017,"Boston"
"12/3/17",1.88,21.338,"organic",2017,"Boston"
"12/10/17",1.74,26.315,"organic",2017,"Boston"
"12/17/17",1.82,24.905,"organic",2017,"Boston"
"12/24/17",1.83,25.639,"organic",2017,"Boston"
"12/31/17",1.86,25.275,"organic",2017,"Boston"
"1/7/18",1.91,30.096,"organic",2018,"Boston"
"1/14/18",1.73,29.468,"organic",2018,"Boston"
"1/21/18",1.82,26.705,"organic",2018,"Boston"
"1/28/18",1.72,30.846,"organic",2018,"Boston"
"2/4/18",1.83,28.934,"organic",2018,"Boston"
"2/11/18",1.85,24.728,"organic",2018,"Boston"
"2/18/18",1.83,27.961,"organic",2018,"Boston"
"2/25/18",1.79,31.567,"organic",2018,"Boston"
"3/4/18",1.92,23.891,"organic",2018,"Boston"
"3/11/18",1.85,30.477,"organic",2018,"Boston"
"3/18/18",1.83,34.81,"organic",2018,"Boston"
"3/25/18",1.74,38.441,"organic",2018,"Boston"
"1/4/15",0.94,461.607,"conventional",2015,"SanDiego"
"1/11/15",0.82,544.667,"conventional",2015,"SanDiego"
"1/18/15",1.01,461.064,"conventional",2015,"SanDiego"
"1/25/15",1.02,406.591,"conventional",2015,"SanDiego"
"2/1/15",0.85,692.276,"conventional",2015,"SanDiego"
"2/8/15",0.98,448.395,"conventional",2015,"SanDiego"
"2/15/15",0.94,486.114,"conventional",2015,"SanDiego"
"2/22/15",0.92,516.149,"conventional",2015,"SanDiego"
"3/1/15",0.83,572.552,"conventional",2015,"SanDiego"
"3/8/15",0.95,504.284,"conventional",2015,"SanDiego"
"3/15/15",1.06,463.106,"conventional",2015,"SanDiego"
"3/22/15",0.96,515.765,"conventional",2015,"SanDiego"
"3/29/15",1.08,450.371,"conventional",2015,"SanDiego"
"4/5/15",1.11,469.884,"conventional",2015,"SanDiego"
"4/12/15",1.01,515.247,"conventional",2015,"SanDiego"
"4/19/15",1.04,488.095,"conventional",2015,"SanDiego"
"4/26/15",1.11,435.99,"conventional",2015,"SanDiego"
"5/3/15",0.8,740.76,"conventional",2015,"SanDiego"
"5/10/15",0.85,594.74,"conventional",2015,"SanDiego"
"5/17/15",1.02,458.192,"conventional",2015,"SanDiego"
"5/24/15",1.08,477.416,"conventional",2015,"SanDiego"
"5/31/15",0.9,569.415,"conventional",2015,"SanDiego"
"6/7/15",0.89,607.468,"conventional",2015,"SanDiego"
"6/14/15",0.87,630.747,"conventional",2015,"SanDiego"
"6/21/15",0.94,594.488,"conventional",2015,"SanDiego"
"6/28/15",1.02,495.309,"conventional",2015,"SanDiego"
"7/5/15",1.05,587.741,"conventional",2015,"SanDiego"
"7/12/15",1.1,490.313,"conventional",2015,"SanDiego"
"7/19/15",1.15,462.526,"conventional",2015,"SanDiego"
"7/26/15",1.1,495.344,"conventional",2015,"SanDiego"
"8/2/15",1.07,500.999,"conventional",2015,"SanDiego"
"8/9/15",1.03,630.942,"conventional",2015,"SanDiego"
"8/16/15",1.05,514.203,"conventional",2015,"SanDiego"
"8/23/15",1.15,459.471,"conventional",2015,"SanDiego"
"8/30/15",1.04,490.269,"conventional",2015,"SanDiego"
"9/6/15",1.02,502.677,"conventional",2015,"SanDiego"
"9/13/15",1.08,464.305,"conventional",2015,"SanDiego"
"9/20/15",1.07,448.488,"conventional",2015,"SanDiego"
"9/27/15",0.93,491.991,"conventional",2015,"SanDiego"
"10/4/15",1.11,404.302,"conventional",2015,"SanDiego"
"10/11/15",0.93,492.277,"conventional",2015,"SanDiego"
"10/18/15",1.03,447.663,"conventional",2015,"SanDiego"
"10/25/15",1.08,408.336,"conventional",2015,"SanDiego"
"11/1/15",1.01,468.473,"conventional",2015,"SanDiego"
"11/8/15",0.92,492.385,"conventional",2015,"SanDiego"
"11/15/15",0.85,501.838,"conventional",2015,"SanDiego"
"11/22/15",0.98,385.301,"conventional",2015,"SanDiego"
"11/29/15",0.91,385.29,"conventional",2015,"SanDiego"
"12/6/15",0.67,565.517,"conventional",2015,"SanDiego"
"12/13/15",0.84,462.548,"conventional",2015,"SanDiego"
"12/20/15",0.94,420.476,"conventional",2015,"SanDiego"
"12/27/15",0.92,439.968,"conventional",2015,"SanDiego"
"1/3/16",0.65,719.75,"conventional",2016,"SanDiego"
"1/10/16",0.81,578.611,"conventional",2016,"SanDiego"
"1/17/16",0.79,561.713,"conventional",2016,"SanDiego"
"1/24/16",0.85,564.638,"conventional",2016,"SanDiego"
"1/31/16",0.72,643.327,"conventional",2016,"SanDiego"
"2/7/16",0.61,917.661,"conventional",2016,"SanDiego"
"2/14/16",0.79,595.415,"conventional",2016,"SanDiego"
"2/21/16",0.86,592.198,"conventional",2016,"SanDiego"
"2/28/16",0.8,585.694,"conventional",2016,"SanDiego"
"3/6/16",0.81,627.398,"conventional",2016,"SanDiego"
"3/13/16",0.84,567.953,"conventional",2016,"SanDiego"
"3/20/16",0.76,649.914,"conventional",2016,"SanDiego"
"3/27/16",0.8,615.581,"conventional",2016,"SanDiego"
"4/3/16",0.9,527.115,"conventional",2016,"SanDiego"
"4/10/16",0.84,589.695,"conventional",2016,"SanDiego"
"4/17/16",0.8,621.35,"conventional",2016,"SanDiego"
"4/24/16",0.73,623.487,"conventional",2016,"SanDiego"
"5/1/16",0.68,679.213,"conventional",2016,"SanDiego"
"5/8/16",0.78,649.503,"conventional",2016,"SanDiego"
"5/15/16",0.86,553.707,"conventional",2016,"SanDiego"
"5/22/16",0.78,569.349,"conventional",2016,"SanDiego"
"5/29/16",0.92,576.543,"conventional",2016,"SanDiego"
"6/5/16",0.83,661.16,"conventional",2016,"SanDiego"
"6/12/16",0.88,596.635,"conventional",2016,"SanDiego"
"6/19/16",0.98,573.831,"conventional",2016,"SanDiego"
"6/26/16",0.89,595.918,"conventional",2016,"SanDiego"
"7/3/16",1.04,613.006,"conventional",2016,"SanDiego"
"7/10/16",0.98,604.082,"conventional",2016,"SanDiego"
"7/17/16",1.12,519.568,"conventional",2016,"SanDiego"
"7/24/16",1.18,526.657,"conventional",2016,"SanDiego"
"7/31/16",1.16,522.679,"conventional",2016,"SanDiego"
"8/7/16",1.14,534.956,"conventional",2016,"SanDiego"
"8/14/16",1.19,499.056,"conventional",2016,"SanDiego"
"8/21/16",0.94,578.63,"conventional",2016,"SanDiego"
"8/28/16",0.9,620.041,"conventional",2016,"SanDiego"
"9/4/16",1.06,550.757,"conventional",2016,"SanDiego"
"9/11/16",1.08,498.556,"conventional",2016,"SanDiego"
"9/18/16",1.18,457.197,"conventional",2016,"SanDiego"
"9/25/16",1.05,566.09,"conventional",2016,"SanDiego"
"10/2/16",1.09,534.802,"conventional",2016,"SanDiego"
"10/9/16",1.25,473.047,"conventional",2016,"SanDiego"
"10/16/16",1.27,443.368,"conventional",2016,"SanDiego"
"10/23/16",1.32,366.027,"conventional",2016,"SanDiego"
"10/30/16",1.65,270.942,"conventional",2016,"SanDiego"
"11/6/16",1.68,292.3,"conventional",2016,"SanDiego"
"11/13/16",1.37,353.829,"conventional",2016,"SanDiego"
"11/20/16",1.25,369.682,"conventional",2016,"SanDiego"
"11/27/16",1.08,392.291,"conventional",2016,"SanDiego"
"12/4/16",0.85,499.144,"conventional",2016,"SanDiego"
"12/11/16",0.81,505.123,"conventional",2016,"SanDiego"
"12/18/16",0.9,437.171,"conventional",2016,"SanDiego"
"12/25/16",0.89,473.73,"conventional",2016,"SanDiego"
"1/1/17",0.93,560.31,"conventional",2017,"SanDiego"
"1/8/17",0.96,582.835,"conventional",2017,"SanDiego"
"1/15/17",0.87,580.191,"conventional",2017,"SanDiego"
"1/22/17",0.74,695.873,"conventional",2017,"SanDiego"
"1/29/17",0.65,776.31,"conventional",2017,"SanDiego"
"2/5/17",0.63,892.741,"conventional",2017,"SanDiego"
"2/12/17",0.7,645.131,"conventional",2017,"SanDiego"
"2/19/17",0.97,497.334,"conventional",2017,"SanDiego"
"2/26/17",0.88,572.076,"conventional",2017,"SanDiego"
"3/5/17",1.04,517.701,"conventional",2017,"SanDiego"
"3/12/17",1.24,445.311,"conventional",2017,"SanDiego"
"3/19/17",1.25,460.356,"conventional",2017,"SanDiego"
"3/26/17",1.28,430.468,"conventional",2017,"SanDiego"
"4/2/17",1.22,455.329,"conventional",2017,"SanDiego"
"4/9/17",1.22,461.063,"conventional",2017,"SanDiego"
"4/16/17",1.29,465.625,"conventional",2017,"SanDiego"
"4/23/17",1.18,500.368,"conventional",2017,"SanDiego"
"4/30/17",1.18,498.382,"conventional",2017,"SanDiego"
"5/7/17",1.05,613.047,"conventional",2017,"SanDiego"
"5/14/17",1.08,556.947,"conventional",2017,"SanDiego"
"5/21/17",1.27,481.522,"conventional",2017,"SanDiego"
"5/28/17",1.27,532.494,"conventional",2017,"SanDiego"
"6/4/17",1.13,559.985,"conventional",2017,"SanDiego"
"6/11/17",1.17,522.813,"conventional",2017,"SanDiego"
"6/18/17",1.1,591.732,"conventional",2017,"SanDiego"
"6/25/17",1.05,586.242,"conventional",2017,"SanDiego"
"7/2/17",1.23,584.481,"conventional",2017,"SanDiego"
"7/9/17",1.21,575.413,"conventional",2017,"SanDiego"
"7/16/17",1.48,449.544,"conventional",2017,"SanDiego"
"7/23/17",1.46,455.37,"conventional",2017,"SanDiego"
"7/30/17",1.48,444.014,"conventional",2017,"SanDiego"
"8/6/17",1.34,476.536,"conventional",2017,"SanDiego"
"8/13/17",1.24,499.111,"conventional",2017,"SanDiego"
"8/20/17",1.65,379.036,"conventional",2017,"SanDiego"
"8/27/17",1.79,356.448,"conventional",2017,"SanDiego"
"9/3/17",1.52,402.4,"conventional",2017,"SanDiego"
"9/10/17",1.71,351.223,"conventional",2017,"SanDiego"
"9/17/17",1.71,341.163,"conventional",2017,"SanDiego"
"9/24/17",1.74,330.96,"conventional",2017,"SanDiego"
"10/1/17",1.78,321.741,"conventional",2017,"SanDiego"
"10/8/17",1.83,314.829,"conventional",2017,"SanDiego"
"10/15/17",1.67,322.916,"conventional",2017,"SanDiego"
"10/22/17",1.57,343.882,"conventional",2017,"SanDiego"
"10/29/17",1,593.935,"conventional",2017,"SanDiego"
"11/5/17",1.04,493.426,"conventional",2017,"SanDiego"
"11/12/17",1.16,433.591,"conventional",2017,"SanDiego"
"11/19/17",1.25,409.476,"conventional",2017,"SanDiego"
"11/26/17",1.24,384.465,"conventional",2017,"SanDiego"
"12/3/17",1.08,479.566,"conventional",2017,"SanDiego"
"12/10/17",1.13,442.148,"conventional",2017,"SanDiego"
"12/17/17",0.73,719.091,"conventional",2017,"SanDiego"
"12/24/17",1.17,397.332,"conventional",2017,"SanDiego"
"12/31/17",0.98,619.7,"conventional",2017,"SanDiego"
"1/7/18",1.18,464.721,"conventional",2018,"SanDiego"
"1/14/18",1.41,439.652,"conventional",2018,"SanDiego"
"1/21/18",1.26,460.709,"conventional",2018,"SanDiego"
"1/28/18",1.07,566.135,"conventional",2018,"SanDiego"
"2/4/18",0.88,858.102,"conventional",2018,"SanDiego"
"2/11/18",0.93,558.926,"conventional",2018,"SanDiego"
"2/18/18",1.23,447.962,"conventional",2018,"SanDiego"
"2/25/18",1.07,538.361,"conventional",2018,"SanDiego"
"3/4/18",1.24,459.125,"conventional",2018,"SanDiego"
"3/11/18",1.14,512.155,"conventional",2018,"SanDiego"
"3/18/18",0.92,643.491,"conventional",2018,"SanDiego"
"3/25/18",1.1,488.322,"conventional",2018,"SanDiego"
"1/4/15",1.23,19.089,"organic",2015,"SanDiego"
"1/11/15",1.05,20.09,"organic",2015,"SanDiego"
"1/18/15",1.29,14.474,"organic",2015,"SanDiego"
"1/25/15",1.26,11.132,"organic",2015,"SanDiego"
"2/1/15",1.11,18.624,"organic",2015,"SanDiego"
"2/8/15",1.29,15.054,"organic",2015,"SanDiego"
"2/15/15",1.49,12.775,"organic",2015,"SanDiego"
"2/22/15",1.44,11.765,"organic",2015,"SanDiego"
"3/1/15",1.09,20.407,"organic",2015,"SanDiego"
"3/8/15",1.48,9.469,"organic",2015,"SanDiego"
"3/15/15",1.49,8.349,"organic",2015,"SanDiego"
"3/22/15",1.16,12.951,"organic",2015,"SanDiego"
"3/29/15",1.53,8.963,"organic",2015,"SanDiego"
"4/5/15",1.53,11.171,"organic",2015,"SanDiego"
"4/12/15",1.49,10.666,"organic",2015,"SanDiego"
"4/19/15",1.52,10.268,"organic",2015,"SanDiego"
"4/26/15",1.48,10.699,"organic",2015,"SanDiego"
"5/3/15",1.41,10.507,"organic",2015,"SanDiego"
"5/10/15",1.45,10.481,"organic",2015,"SanDiego"
"5/17/15",1.48,10.914,"organic",2015,"SanDiego"
"5/24/15",1.51,12.044,"organic",2015,"SanDiego"
"5/31/15",1.49,10.941,"organic",2015,"SanDiego"
"6/7/15",1.51,10.373,"organic",2015,"SanDiego"
"6/14/15",1.53,11.439,"organic",2015,"SanDiego"
"6/21/15",1.56,11.055,"organic",2015,"SanDiego"
"6/28/15",1.55,12.947,"organic",2015,"SanDiego"
"7/5/15",1.55,16.352,"organic",2015,"SanDiego"
"7/12/15",1.81,9.76,"organic",2015,"SanDiego"
"7/19/15",1.85,9.159,"organic",2015,"SanDiego"
"7/26/15",1.71,10.276,"organic",2015,"SanDiego"
"8/2/15",1.86,10.243,"organic",2015,"SanDiego"
"8/9/15",1.82,8.902,"organic",2015,"SanDiego"
"8/16/15",1.82,9.064,"organic",2015,"SanDiego"
"8/23/15",1.74,10.817,"organic",2015,"SanDiego"
"8/30/15",1.88,9.085,"organic",2015,"SanDiego"
"9/6/15",1.85,9.341,"organic",2015,"SanDiego"
"9/13/15",1.81,10.362,"organic",2015,"SanDiego"
"9/20/15",1.69,10.284,"organic",2015,"SanDiego"
"9/27/15",1.7,8.899,"organic",2015,"SanDiego"
"10/4/15",1.85,8.49,"organic",2015,"SanDiego"
"10/11/15",1.82,7.473,"organic",2015,"SanDiego"
"10/18/15",1.85,7.576,"organic",2015,"SanDiego"
"10/25/15",1.65,9.164,"organic",2015,"SanDiego"
"11/1/15",1.64,9.456,"organic",2015,"SanDiego"
"11/8/15",1.82,8.902,"organic",2015,"SanDiego"
"11/15/15",1.68,8.438,"organic",2015,"SanDiego"
"11/22/15",1.85,7.438,"organic",2015,"SanDiego"
"11/29/15",1.87,7.023,"organic",2015,"SanDiego"
"12/6/15",1.83,5.565,"organic",2015,"SanDiego"
"12/13/15",1.27,12.242,"organic",2015,"SanDiego"
"12/20/15",1.23,11.727,"organic",2015,"SanDiego"
"12/27/15",1.62,8.705,"organic",2015,"SanDiego"
"1/3/16",1.41,10.976,"organic",2016,"SanDiego"
"1/10/16",1.32,12.435,"organic",2016,"SanDiego"
"1/17/16",1.46,12.119,"organic",2016,"SanDiego"
"1/24/16",1.31,15.316,"organic",2016,"SanDiego"
"1/31/16",1.4,11.694,"organic",2016,"SanDiego"
"2/7/16",1.32,13.419,"organic",2016,"SanDiego"
"2/14/16",1.42,14.114,"organic",2016,"SanDiego"
"2/21/16",1.25,16.904,"organic",2016,"SanDiego"
"2/28/16",1.12,24.693,"organic",2016,"SanDiego"
"3/6/16",1.21,18.148,"organic",2016,"SanDiego"
"3/13/16",1.38,20.837,"organic",2016,"SanDiego"
"3/20/16",1.4,14.926,"organic",2016,"SanDiego"
"3/27/16",1.35,16.903,"organic",2016,"SanDiego"
"4/3/16",1.25,21.63,"organic",2016,"SanDiego"
"4/10/16",1.23,19.988,"organic",2016,"SanDiego"
"4/17/16",1.29,16.159,"organic",2016,"SanDiego"
"4/24/16",1.22,19.361,"organic",2016,"SanDiego"
"5/1/16",1.37,17.211,"organic",2016,"SanDiego"
"5/8/16",1.37,22.752,"organic",2016,"SanDiego"
"5/15/16",1.53,16.392,"organic",2016,"SanDiego"
"5/22/16",1.15,21.362,"organic",2016,"SanDiego"
"5/29/16",1.44,18.844,"organic",2016,"SanDiego"
"6/5/16",1.52,17.432,"organic",2016,"SanDiego"
"6/12/16",1.45,18.898,"organic",2016,"SanDiego"
"6/19/16",1.46,20.841,"organic",2016,"SanDiego"
"6/26/16",1.52,20.21,"organic",2016,"SanDiego"
"7/3/16",1.49,21.506,"organic",2016,"SanDiego"
"7/10/16",1.43,20.998,"organic",2016,"SanDiego"
"7/17/16",1.91,14.865,"organic",2016,"SanDiego"
"7/24/16",1.69,17.193,"organic",2016,"SanDiego"
"7/31/16",1.97,13.275,"organic",2016,"SanDiego"
"8/7/16",1.48,20.144,"organic",2016,"SanDiego"
"8/14/16",1.91,15.585,"organic",2016,"SanDiego"
"8/21/16",1.92,12.24,"organic",2016,"SanDiego"
"8/28/16",1.89,14.359,"organic",2016,"SanDiego"
"9/4/16",1.79,15.731,"organic",2016,"SanDiego"
"9/11/16",1.59,18.423,"organic",2016,"SanDiego"
"9/18/16",2.15,10.274,"organic",2016,"SanDiego"
"9/25/16",2.35,9.831,"organic",2016,"SanDiego"
"10/2/16",1.99,12.216,"organic",2016,"SanDiego"
