"year","songtitle","artistname","en_loudness","en_duration","en_mode","en_mode_confidence","en_tempo","en_tempo_confidence","en_key","en_key_confidence","en_numsections","en_energy","loudness_0_min","loudness_0_mean","loudness_0_max","loudness_1_min","loudness_1_mean","loudness_1_max","loudness_2_min","loudness_2_mean","loudness_2_max","pitch_0_min","pitch_0_mean","pitch_0_max","pitch_1_min","pitch_1_mean","pitch_1_max","pitch_2_min","pitch_2_mean","pitch_2_max","pitch_3_min","pitch_3_mean","pitch_3_max","pitch_4_min","pitch_4_mean","pitch_4_max","pitch_5_min","pitch_5_mean","pitch_5_max","pitch_6_min","pitch_6_mean","pitch_6_max","pitch_7_min","pitch_7_mean","pitch_7_max","pitch_8_min","pitch_8_mean","pitch_8_max","pitch_9_min","pitch_9_mean","pitch_9_max","pitch_10_min","pitch_10_mean","pitch_10_max","pitch_11_min","pitch_11_mean","pitch_11_max","timbre_0_min","timbre_0_mean","timbre_0_max","timbre_1_min","timbre_1_mean","timbre_1_max","timbre_2_min","timbre_2_mean","timbre_2_max","timbre_3_min","timbre_3_mean","timbre_3_max","timbre_4_min","timbre_4_mean","timbre_4_max","timbre_5_min","timbre_5_mean","timbre_5_max","timbre_6_min","timbre_6_mean","timbre_6_max","timbre_7_min","timbre_7_mean","timbre_7_max","timbre_8_min","timbre_8_mean","timbre_8_max","timbre_9_min","timbre_9_mean","timbre_9_max","timbre_10_min","timbre_10_mean","timbre_10_max","timbre_11_min","timbre_11_mean","timbre_11_max","top10"
1990,"Free Fallin ","Tom Petty",-11.828,255.75293,1,0.585,84.32,0.781,"F",0.59,10,0.516780439,-60,-60,-4.21,0,0,0.26856,-60,-60,-7.993,0.02,1,1,0.004,0.956,1,0.004,0.219,1,0.003,0.177,1,0.008,0.144,1,0.017,0.137,1,0.009,0.123,1,0.011,0.106,1,0.004,0.096,1,0.005,0.075,1,0.007,0.07,1,0.009,0.269,1,0,0,53.114,-101.288,171.13,174.91,-99.303,9.469,108.696,-116.886,-28.48,87.843,-63.057,57.491,117.995,-72.603,-50.067,126.601,-68.445,14.833,73.929,-72.5,5.359,85.562,-69.53,-27.228,38.222,-70.849,0.973,58.802,-57.766,-10.64,45.522,-60.672,-7.228,35.45,1
1990,"Just Between You And Me","Lou Gramm",-16.635,223.7122,1,0.762,121.459,0.688,"C",0.815,12,0.414252467,-55.496,-24.258,-12.267,0.00887,0.05691,0.30991,-60,-60,-16.37,0.013,0.654,1,0.017,1,1,0.009,0.497,1,0.009,0.326,1,0.008,0.413,1,0.01,0.312,1,0.013,0.252,1,0.036,0.881,1,0.016,0.428,1,0.011,0.166,1,0.008,0.262,1,0.022,0.607,1,2.233,19.006,44.157,-79.849,135.234,152.626,-97.848,-17.226,110.248,-153.071,-153.071,141.64,-89.968,31.964,79.744,-81.397,170.205,170.205,-70.906,35.986,55.941,-90.879,31.973,114.083,-62.147,-1.329,51.914,-53,42.671,55.946,-51.521,-51.521,82.376,-47.243,18.028,58.591,1
1990,"Everything","Jody Watley",-16.01,249.88689,1,0.29,82.022,0.58,"F",0.267,12,0.471793891,-60,-60,-7.564,0,0,0.20942,-60,-60,-12.939,0.01,1,1,0.01,0.74,1,0.007,0.7,1,0.013,0.694,1,0.015,0.713,1,0.011,0.71,1,0.013,0.497,0.877,0.018,0.492,1,0.008,0.48,1,0.008,0.482,1,0.006,0.227,1,0.008,0.2,1,0.587,0.587,49.036,-45.769,185.328,321.342,-90.641,18.029,110.569,-146.417,-47.387,85.38,-63.082,53.076,117.948,-93.523,-57.493,74.436,-65.236,10.244,62.488,-76.044,17.073,70.589,-41.241,-20.491,48.847,-36.828,7.607,48.66,-48.386,7.476,34.813,-37.707,-7.447,42.262,1
1990,"Love Song","Tesla",-4.32,435.66667,1,0.582,101.394,0.409,"F#",0.291,15,0.872675532,-26.537,-19.849,1.207,0.00215,0.00827,2.46553,-34.517,-21.989,-1.826,0.009,0.22,1,0.015,0.291,1,0.015,0.192,1,0.019,0.182,1,0.03,0.195,1,0.011,0.21,1,0.009,0.24,1,0.018,0.244,1,0.009,0.408,1,0.012,1,1,0.034,0.778,1,0.015,0.34,1,29.86,39.108,59.216,-170.128,61.564,186.004,-115.48,167.042,215.265,-154.598,28.061,138.154,-49.538,71.416,170.152,-71.116,-45.481,76.73,-94.671,25.231,51.385,-83.733,-10.438,85.914,-52.689,14.068,43.975,-72.509,22.46,58.093,-55.464,-4.61,48.984,-48.649,4.874,67.143,1
1990,"Just Like Jesse James","Cher",-10.597,245.80027,1,0.684,138.4,0.172,"G#",0.832,11,0.56766685,-60,-60,-3.351,0,0,0.31227,-60,-60,-9.615,0.006,1,1,0.003,0.988,1,0.003,0.897,1,0.009,0.807,1,0.003,0.732,1,0.002,0.717,1,0.002,0.699,1,0.003,0.706,1,0.008,0.713,1,0.007,0.674,1,0.004,0.627,1,0.004,0.565,1,0,0,52.236,-66.386,171.13,171.13,-59.394,9.469,207.741,-150.913,-28.48,155.76,-42.895,57.491,97.334,-81.173,-50.067,181.772,-66.052,14.833,88.007,-71.834,5.359,87.014,-63.954,-27.228,33.765,-50.749,0.973,58.292,-53.851,-10.64,52.538,-59.111,-7.228,47.822,1
1990,"With Every Beat Of My Heart","Taylor Dayne",-10.331,262.91048,0,0.356,121.375,0.927,"A",0.236,11,0.787633824,-60,-60,-4.163,0,0,0.34686,-60,-60,-9.766,0.015,1,1,0.012,0.989,1,0.006,0.949,1,0.007,0.843,1,0.013,0.773,1,0.008,0.787,1,0.007,0.767,1,0.017,0.738,1,0.008,0.721,1,0.007,0.633,1,0.007,0.606,1,0.01,0.567,1,0,0,52.434,-27.114,171.13,303.314,-162.943,9.469,137.03,-155.724,-28.48,238.721,-85.422,57.491,123.253,-106.812,-50.067,120.344,-64.005,14.833,78.785,-56.128,5.359,82.545,-52.985,-27.228,49.682,-32.426,0.973,53.625,-63.84,-10.64,64.467,-71.249,-7.228,58.22,1
1994,"Dogman","Kings X",-5.318,259.85406,1,0.151,136.99,0.23,"A#",0.188,10,0.895947356,-18.005,-2.955,-1.198,0.00166,0.20848,0.77637,-20.703,-8.758,-4.341,0.023,1,1,0.008,0.548,1,0.015,0.12,1,0.004,0.08,1,0.005,0.073,1,0.013,0.041,1,0.006,0.039,1,0.009,0.156,1,0.009,0.067,1,0.012,0.051,1,0.009,0.106,1,0.015,0.25,1,41.042,54.31,56.299,-85.59,91.338,201.049,-76.392,-1.039,256.229,-91.267,-40.659,73.063,-58.809,-14.338,116.39,-70.309,-14.605,31.63,-67.165,15.554,71.832,-46.902,-3.627,53.913,-66.421,-15.325,49.181,-40.029,-2.234,60.315,-42.23,-15.513,34.045,-51.279,-14.063,36.859,0
1994,"Shoes","Kings X",-9.169,209.73333,0,0.887,80.477,0.277,"B",0.716,8,0.424502825,-60,-60,-2.257,0,0,0.36254,-60,-60,-9.878,0.004,1,1,0.006,0.983,1,0.004,0.412,1,0.003,0.384,0.981,0.008,0.382,1,0.01,0.304,1,0.025,0.254,1,0.015,0.218,1,0.008,0.177,1,0.003,0.13,1,0.01,0.114,1,0.005,0.417,1,0,0,52.981,-27.534,171.13,366.54,-106.365,9.469,157.335,-221.988,-28.48,157.578,-65.848,57.491,95.295,-81.93,-50.067,143.579,-115.404,14.833,72.61,-128.874,5.359,84.99,-76.684,-27.228,42.79,-55.979,0.973,99.198,-116.028,-10.64,109.18,-48.906,-7.228,37.995,0
1994,"Pretend","Kings X",-7.738,277.50667,0,0.581,102.44,1,"F#",0.349,11,0.765642975,-60,-60,-1.456,0,0,0.3255,-60,-60,-7.971,0.015,1,1,0.015,1,1,0.005,1,1,0.007,1,1,0.004,1,1,0.008,1,1,0.01,1,1,0.012,1,1,0.006,1,1,0.009,1,1,0.007,1,1,0.005,1,1,0,0,53.545,-12.414,171.13,205.541,-75.483,9.469,153.462,-116.123,-28.48,70.104,-111.456,57.491,112.691,-88.481,-50.067,113.846,-51.796,14.833,71.989,-59.918,5.359,59.401,-63.977,-27.228,30.674,-38.414,0.973,42.33,-44.978,-10.64,79.888,-57.527,-7.228,25.086,0
1994,"Black the Sky","Kings X",-7.594,273.42667,1,0.417,76.363,0.845,"A",0.49,12,0.618719598,-60,-60,-2.392,0,0,0.60865,-60,-60,-8.131,0.022,1,1,0.021,0.456,1,0.008,0.307,1,0.015,0.406,1,0.017,0.379,1,0.011,0.231,1,0.011,0.363,1,0.007,0.39,1,0.01,0.218,1,0.009,0.36,1,0.01,0.357,1,0.01,0.526,1,0,0,53.701,-23.847,171.13,205.114,-140.035,9.469,113.757,-373.202,-28.48,358.229,-73.441,57.491,72.03,-87.797,-50.067,246.49,-64.863,14.833,76.724,-115.35,5.359,94.147,-60.792,-27.228,26.567,-56.163,0.973,82.27,-158.393,-10.64,115.17,-51.787,-7.228,28.26,0
1994,"Fool You","Kings X",-6.763,272.8,1,0.334,89.954,0.944,"A",0.691,10,0.770056088,-60,-60,-0.985,0,0,0.38659,-60,-60,-8.128,0.005,1,1,0.011,0.759,1,0.004,0.626,1,0.005,0.588,1,0.012,0.62,1,0.007,0.619,1,0.006,0.834,1,0.005,0.614,1,0.013,0.587,1,0.009,0.763,1,0.012,0.636,1,0.007,0.784,1,0,0,53.608,-76.898,171.13,178.216,-134.295,9.469,86.693,-114.443,-28.48,233.643,-87.787,57.491,106.272,-82.645,-50.067,164.872,-69.273,14.833,61.575,-68.76,5.359,69.494,-67.738,-27.228,46.297,-57.564,0.973,51.515,-137.891,-10.64,89.523,-59.526,-7.228,32.298,0
1994,"Dont Care","Kings X",-8.006,280.24,1,0.52,75.359,0.697,"D",0.562,10,0.7530695,-60,-60,-2.373,0,0,0.40607,-60,-60,-8.179,0.011,0.898,1,0.012,1,1,0.007,0.54,1,0.008,0.491,1,0.006,0.439,1,0.007,0.434,1,0.008,0.381,1,0.011,0.33,1,0.008,0.296,1,0.009,0.2,1,0.008,0.174,1,0.008,0.43,1,0,0,52.875,-122.581,171.13,225.981,-91.096,9.469,163.862,-123.438,-28.48,245.562,-80.322,57.491,95.515,-126.743,-50.067,69.555,-60.655,14.833,72.484,-43.337,5.359,154.976,-66.762,-27.228,40.206,-63.89,0.973,65.527,-68.505,-10.64,35.686,-47.991,-7.228,35.28,0
1994,"Sunshine Rain","Kings X",-6.695,274.53333,0,0.449,72.327,0.333,"G#",0.506,11,0.550460365,-60,-60,-0.305,-0.00129,0,0.53016,-60,-60,-7.448,0.002,1,1,0.003,1,1,0.004,1,1,0.006,1,1,0.002,1,1,0.003,1,1,0.001,1,1,0.002,1,1,0.005,1,1,0.002,1,1,0.002,1,1,0.003,1,1,0,0,53.881,-98.844,171.13,200.614,-169.783,9.469,134.209,-251.427,-28.48,247.674,-71.552,57.491,111.113,-98.06,-50.067,262.247,-76.393,14.833,93.675,-80.696,5.359,92.951,-60.292,-27.228,51.947,-48.264,0.973,62.967,-104.059,-10.64,62.426,-59.377,-7.228,34.485,0
1994,"Complain","Kings X",-6.202,196.39392,1,0.524,148.374,0.426,"F#",0.677,10,0.843840929,-38.608,-38.608,-1.566,0.00099,0.31927,0.82922,-60,-60,-6.035,0.031,0.299,1,0.025,0.253,1,0.021,0.227,1,0.019,0.424,1,0.017,0.323,1,0.021,0.312,1,0.015,0.262,1,0.014,0.253,1,0.03,0.433,1,0.016,1,1,0.016,0.66,1,0.013,0.495,1,10.759,10.759,55.136,-50.611,133.512,196.739,-61.375,152.998,210.651,-104.492,-104.492,66.143,-52.254,34.455,63.618,-94.551,36.236,39.416,-38.67,63.611,63.611,-58.26,-45.329,46.75,-40.223,-16.11,33.161,-25.624,40.653,40.653,-34.593,12.759,19.752,-58.769,-35.311,47.319,0
1994,"Cigarettes","Kings X",-9.13,348.8,1,0.404,68.355,0.177,"G",0.46,13,0.496641451,-59.405,-59.405,-2.066,0.00181,0.18283,0.55883,-60,-60,-6.571,0.004,1,1,0.004,0.911,1,0.006,0.31,1,0.002,0.302,1,0.004,0.327,1,0.003,0.347,1,0.005,0.275,1,0.011,0.134,1,0.008,0.106,1,0.004,0.12,1,0.003,0.171,1,0.003,0.33,1,0.055,0.055,54.902,-111.02,170.026,170.026,-70.778,7.954,129.885,-142.789,-29.936,82.27,-85.815,56.259,72.295,-86.294,-50.373,141.528,-76.044,16.072,84.45,-51.164,4.186,69.007,-49.558,-26.896,40.384,-55.869,1.444,68.252,-51.309,-11.004,46.223,-53.786,-7.481,37.82,0
1994,"Go to Hell","Kings X",-6.775,51.8,0,0.33,100.24,0.318,"D#",0.044,3,0.916854261,-59.481,-59.481,-1.95,0.00117,0.13634,0.357,-59.687,-59.687,-6.056,0.059,0.291,1,0.064,0.513,1,0.046,0.431,1,0.053,0.402,1,0.045,0.313,1,0.063,0.161,1,0.086,0.448,1,0.046,1,1,0.029,0.264,1,0.047,0.095,1,0.061,0.076,1,0.025,0.151,1,0.437,0.437,54.644,-2.235,163.547,163.547,-167.23,-9.629,75.689,-172.761,-34.196,358.425,-40.868,41.954,113.141,-73.637,-52.46,128.327,-64.619,29.07,46.27,-55.49,7.66,92.675,-54.545,-22.369,24.99,-59.518,4.782,59.592,-110.801,-14.137,100.193,-44.576,-13.141,24.028,0
1994,"Pillow","Kings X",-7.671,263.84,1,0.293,72.31,0.549,"A",0.002,11,0.553797211,-59.691,-59.691,-2.169,0,0,0.44823,-59.862,-59.691,-7.941,0.005,0.604,1,0.002,1,1,0.002,0.391,1,0.007,0.252,1,0.004,0.141,1,0.003,0.357,1,0.004,0.396,1,0.006,0.566,1,0.006,0.515,1,0.005,0.176,0.966,0.004,0.229,1,0.002,0.682,1,0.258,0.258,53.231,-17.681,166.852,184.503,-186.958,-2.117,120.097,-393.417,-31.346,311.399,-68.678,48.028,74.44,-120.462,-51.984,149.314,-77.118,23.846,119.393,-82.501,7.445,96.271,-55.674,-23.726,35.532,-58.35,2.586,83.41,-127.875,-12.83,64.529,-38.541,-11.744,23.339,0
1994,"Jason Donovan/Tessa Sanderson","Cornershop",-9.045,152.39791,1,0.638,130.407,0.58,"G",0.772,6,0.902425139,-60,-60,-4.802,0,0,0.62272,-60,-60,-8.248,0.029,1,1,0.03,1,1,0.056,1,1,0.061,1,1,0.047,1,1,0.019,1,1,0.036,1,1,0.029,1,1,0.019,1,1,0.037,1,1,0.035,1,1,0.025,1,1,0,0,53.084,-146.698,171.13,207.952,-94.47,9.469,90.449,-55.416,-28.48,98.997,-83.115,57.491,57.491,-86.061,-50.067,109.738,-56.231,14.833,41.915,-49.732,5.359,40.344,-36.671,-27.228,51.511,-32.846,0.973,40.873,-42.986,-10.64,25.95,-48.371,-7.228,43.088,0
1994,"Readers Wives","Cornershop",-10.094,224.28689,1,0.365,119.472,0.887,"G#",0.077,4,0.968489511,-52.976,-37.188,-3.361,0.00241,0.18817,0.37038,-60,-60,-9.033,0.005,1,1,0.005,0.275,1,0.009,0.345,1,0.006,0.214,1,0.004,0.132,1,0.005,0.192,1,0.006,0.147,1,0.015,0.322,1,0.007,0.209,1,0.005,0.227,1,0.004,0.53,1,0.005,0.221,1,2.553,14.02,53.543,-104.486,92.193,464.043,-88.628,48.091,191.277,-129.775,-129.775,106.304,-145.631,40.774,67.819,-102.676,94.582,161.489,-73.128,31.042,97.21,-66.578,-18.118,67.631,-115.747,-21.377,76.442,-74.414,52.776,52.776,-57.258,-16.803,48.478,-51.144,1.691,66.628,0
1994,"Change","Cornershop",-8.273,117.39383,1,0,75.605,0.864,"D",0,3,0.96471689,-56.3,-56.3,-2.733,0.00237,0.54651,0.54651,-60,-60,-5.22,0.044,0.618,1,0.097,0.565,1,0.05,0.519,1,0.049,0.295,1,0.031,0.293,1,0.024,0.546,1,0.033,0.802,1,0.016,1,1,0.034,0.997,1,0.071,0.672,1,0.037,0.451,1,0.027,0.301,1,0.21,0.21,54.424,-45.301,171.654,206.955,-70.797,8.604,115.022,-333.695,-34.961,117.883,-54.446,54.27,63.852,-65.651,-52.62,96.737,-75.528,15.34,80.253,-124.313,4.922,87.726,-84.558,-25.089,20.616,-44.919,3.199,53.217,-67.008,-7.064,28.032,-26.043,-6.485,73.227,0
1994,"Born Disco Died Heavy Metal","Cornershop",-7.884,220.26404,1,0.443,137.419,0.615,"C",0.423,7,0.994414649,-60,-60,-3.125,0,0,0.77059,-60,-60,-6.822,0.148,0.831,1,0.104,0.912,1,0.037,1,1,0.056,0.567,0.999,0.063,0.603,1,0.088,0.616,1,0.065,0.72,1,0.101,0.489,1,0.062,0.592,1,0.041,0.605,1,0.041,0.559,1,0.094,0.577,1,0,0,54.143,21.064,171.13,250.169,-161.2,9.469,100.073,-62.962,-28.48,375.409,-49.211,57.491,57.491,-65.612,-50.067,24.509,-81.351,14.833,42.766,-27.077,5.359,95.554,-51.935,-27.228,30.298,-56.046,0.973,34.936,-99.681,-10.64,36.177,-48.948,-7.228,26.752,0
1994,"Counteraction","Cornershop",-11.427,162.40281,0,0.335,96.976,0.94,"G#",0.012,5,0.832439966,-60,-60,-4.241,0,0,0.40239,-60,-60,-10.379,0.033,1,1,0.035,1,1,0.013,1,1,0.011,1,1,0.007,1,1,0.015,1,1,0.023,1,1,0.016,1,1,0.022,1,1,0.022,1,1,0.019,1,1,0.02,1,1,0,0,50.685,-58.358,171.13,181.088,-31.008,9.469,149.156,-139.533,-28.48,253.338,-28.725,57.491,141.66,-78.574,-50.067,139.634,-80.189,14.833,77.017,-49.777,5.359,112.598,-61.498,-27.228,29.194,-76.984,0.973,63.271,-112.388,-10.64,59.326,-56.187,-7.228,55.08,0
1994,"Where dU Get Your Information","Cornershop",-6.886,195.65669,0,0.37,123.224,0.672,"A",0.424,7,0.963506122,-60,-60,-1.35,0,0,0.41203,-60,-60,-5.523,0.026,1,1,0.027,1,1,0.088,1,1,0.037,1,1,0.023,1,1,0.022,1,1,0.023,1,1,0.033,1,1,0.03,1,1,0.061,1,1,0.028,1,1,0.028,1,1,0,0,55.625,-133.631,171.13,171.13,-24.507,9.469,81.288,-64.687,-28.48,111.958,-63.525,57.491,57.491,-51.465,-50.067,94.096,-41.063,14.833,42.113,-54.779,5.359,73.977,-63.617,-27.228,34.202,-39.456,0.973,35.406,-34.058,-10.64,66.264,-19.388,-7.228,35.528,0
1994,"You Always Said My Language Would Get Me into Trouble","Cornershop",-9.753,424.56771,1,0.561,94.479,0.081,"D",0.677,12,0.94033684,-50.777,-30.03,-4.676,-0.00286,0.10828,0.66019,-60,-60,-8.572,0.009,0.674,1,0.055,0.359,1,0.031,0.452,1,0.021,0.621,1,0.016,0.531,1,0.019,1,1,0.08,0.434,1,0.009,0.393,1,0.024,0.546,1,0.045,0.334,1,0.031,0.684,1,0.003,0.925,1,5.999,19.847,52.268,-208.909,164.093,235.405,-142.236,127.494,127.494,-157.664,-157.664,133.197,-57.058,81.144,98.031,-108.729,151.407,151.407,-73.979,49.205,67.901,-59.021,1.394,72.547,-80.737,-17.904,32.397,-71.223,29.613,51.193,-40.448,-5.811,81.027,-57.803,-16.584,38.299,0
1994,"Trip Easy","Cornershop",-13.202,181.90476,1,0.739,104.643,0.21,"G",1,9,0.709179204,-60,-60,-5.595,0,0,0.93407,-60,-60,-8.846,0.029,0.088,1,0.04,0.076,1,0.07,0.579,1,0.04,0.28,1,0.024,0.061,1,0.03,0.07,1,0.064,0.07,1,0.069,1,1,0.031,0.563,1,0.044,0.076,1,0.027,0.07,1,0.028,0.249,1,0,0,52.616,-43.665,171.13,193.818,-14.212,9.469,187.808,-53.769,-28.48,282.126,-24.633,57.491,97.184,-74.883,-50.067,52.444,-64.291,14.833,50.115,-61.657,5.359,75.717,-61.609,-27.228,27.154,-63.486,0.973,26.487,-49.342,-10.64,22.312,-26.962,-7.228,47.078,0
1994,"Summer Fun in Beat up Datsun","Cornershop",-9.376,93.21905,1,0.508,158.715,0.456,"A",0.506,4,0.970591394,-60,-60,-5.016,0,0,0.78489,-60,-60,-8.972,0.054,1,1,0.059,1,1,0.045,1,1,0.037,1,1,0.079,1,1,0.022,1,1,0.039,1,1,0.055,1,1,0.037,1,1,0.049,1,1,0.015,1,1,0.034,1,1,0,0,52.425,-67.408,171.13,171.13,-144.005,9.469,180.315,-53.082,-28.48,429.281,-56.25,57.491,112.209,-149.794,-50.067,48.931,-93.107,14.833,42.247,-52.918,5.359,76.896,-50.356,-27.228,33.546,-67.712,0.973,50.278,-28.5,-10.64,28.621,-23.59,-7.228,36.769,0
1994,"Breaking Every Rule Language English","Cornershop",-17.881,194.57333,1,0.518,117.657,0.202,"G#",0.336,5,0.449866792,-59.993,-59.719,-8.883,0,0.67619,0.67619,-60,-60,-13.363,0.027,0.508,1,0.05,0.526,1,0.024,1,1,0.031,0.71,1,0.012,0.535,1,0.02,0.489,1,0.02,0.823,1,0.037,0.802,1,0.016,0.598,1,0.013,0.72,1,0.027,0.533,1,0.019,0.62,1,0.001,0.014,46.655,-136.962,170.859,199.383,-39.047,8.992,171.736,-222.75,-28.867,132.614,-42.317,57.061,118.288,-89.569,-50.147,115.275,-77.497,15.191,61.297,-53.084,5.098,79.593,-57.024,-27.165,40.283,-54.943,1.092,58.528,-86.729,-10.782,39.377,-48.116,-7.22,43.71,0
1994,"Comanche","Cake",-11.176,129.46667,1,0.17,115.521,0.921,"D",0.001,5,0.337003631,-52.45,-52.45,-4.866,0.00032,0.38313,0.40899,-60,-60,-9.124,0.003,0.927,1,0.012,0.919,1,0.007,0.815,1,0.008,0.727,1,0.005,0.605,1,0.002,0.617,1,0.003,0.73,1,0.001,0.882,1,0.002,0.997,1,0.01,0.992,1,0.004,1,1,0.002,0.953,1,0.318,0.318,52.642,-75.378,167.914,260.587,-200.284,12.576,150.367,-220.074,-36.562,238.57,-82.536,55.581,148.289,-96.174,-53.827,150.909,-80.575,18.318,81.837,-124.723,-2.042,121.376,-77.753,-25.819,43.383,-79.376,0.538,95.05,-101.867,-3.987,34.938,-65.205,-8.639,49.436,0
1994,"Ruby Sees All","Cake",-8.179,180.36354,1,0.584,99.939,0.854,"G",0.698,6,0.812797576,-60,-60,-0.757,0,0,0.34567,-60,-60,-5.925,0.004,0.628,1,0.004,0.32,1,0.01,0.318,1,0.006,0.282,1,0.004,0.224,1,0.005,1,1,0.021,0.914,1,0.012,0.17,1,0.012,0.277,1,0.019,0.133,1,0.003,0.118,1,0.006,0.943,1,0,0,56.05,-97.597,171.13,342.716,-162.548,9.469,165.321,-149.964,-28.48,173.301,-67.475,57.491,130.177,-87.618,-50.067,192.556,-83.068,14.833,58.622,-92.65,5.359,106.628,-68.687,-27.228,45.715,-66.721,0.973,105.837,-106.588,-10.64,82.084,-54.18,-7.228,39.899,0
1994,"Up So Close","Cake",-11.168,193.73333,0,0.548,116.289,0.787,"A",0.406,10,0.476617599,-60,-60,-3.489,0,0,0.3189,-60,-60,-9.004,0.004,0.543,1,0.005,0.094,1,0.005,0.104,1,0.005,0.109,1,0.004,0.069,1,0.004,0.998,1,0.004,1,1,0.003,0.077,1,0.005,0.179,1,0.002,0.061,1,0.005,0.059,1,0.006,0.856,1,0,0,52.52,-167.737,171.13,171.13,-109.359,9.469,136.602,-161.344,-28.48,106.779,-76.436,57.491,103.788,-74.199,-50.067,89.383,-68.284,14.833,80.717,-84.408,5.359,82.942,-77.234,-27.228,39.625,-59.749,0.973,54.68,-83.15,-10.64,33.468,-63.027,-7.228,45.594,0
1994,"Pentagram","Cake",-9.609,139.73333,0,0.496,124.213,0.863,"D#",0.303,7,0.594185602,-60,-60,-1.686,0,0,0.41935,-60,-60,-7.838,0.014,1,1,0.01,0.996,1,0.006,0.496,1,0.014,0.487,1,0.003,0.54,1,0.01,0.545,1,0.02,0.53,1,0.005,0.469,1,0.01,0.398,1,0.006,0.34,1,0.01,0.353,1,0.01,0.479,1,0,0,55.167,-152.185,171.13,171.13,-87.839,9.469,229.201,-111.054,-28.48,105.106,-54.402,57.491,109.408,-96.474,-50.067,67.499,-65.745,14.833,66.688,-105.673,5.359,70.713,-60.614,-27.228,40.864,-54.885,0.973,61.79,-59.403,-10.64,32.221,-54.821,-7.228,35.297,0
1994,"Jolene","Cake",-10.555,319.28272,0,0.179,94.711,0.688,"D#",0,11,0.553784397,-57.719,-57.719,-0.752,0.00175,0.34249,0.46059,-60,-60,-8.15,0.006,1,1,0.006,0.847,1,0.001,0.452,1,0.006,0.394,1,0.006,0.314,1,0.006,0.728,1,0.011,0.959,1,0.008,0.595,1,0.005,0.35,1,0.005,0.238,1,0.006,0.263,1,0.007,0.361,1,0.128,0.128,53.778,-109.881,169.027,298.047,-161.877,8.11,180.359,-208.141,-32.05,201.194,-79.276,55.228,173.897,-95.144,-50.9,211.898,-94.692,15.871,72.46,-117.831,2.206,122.982,-56.47,-27.534,46.144,-72.773,0.894,89.677,-109.75,-9.585,57.579,-65.363,-7.023,58.266,0
1994,"Haze of Love","Cake",-10.609,187.90667,1,0.31,105.334,0.874,"D",0.361,9,0.50585189,-60,-60,-2.282,0,0,0.27822,-60,-60,-7.4,0.003,0.758,1,0.021,0.262,1,0.003,0.216,1,0.005,0.215,1,0.007,0.172,1,0.004,0.939,1,0.005,0.889,1,0.003,0.124,1,0.007,0.265,1,0.029,0.138,1,0.004,0.111,1,0.003,1,1,0,0,54.041,-132.162,171.13,188.839,-92.303,9.469,167.717,-235.583,-28.48,187.906,-60.803,57.491,102.663,-91.304,-50.067,117.442,-82.155,14.833,74.797,-88.18,5.359,79.489,-52.562,-27.228,40.697,-50.685,0.973,96.992,-78.269,-10.64,36.917,-61.042,-7.228,35.514,0
1994,"You Part the Waters","Cake",-11.255,170.02667,1,0.601,98.694,0.588,"C",0.167,10,0.592379922,-60,-60,-2.374,0,0,0.90009,-60,-60,-9.335,0.015,0.578,1,0.006,0.205,1,0.012,0.187,1,0.018,0.102,1,0.012,0.093,1,0.022,0.963,1,0.021,1,1,0.016,0.114,1,0.02,0.163,1,0.01,0.099,1,0.008,0.079,1,0.017,0.892,1,0,0,52.267,-93.865,171.13,314.377,-125.185,9.469,171.319,-220.343,-28.48,318.424,-77.852,57.491,97.553,-103.33,-50.067,147.835,-80.434,14.833,62.876,-91.87,5.359,114.601,-75.154,-27.228,39.436,-61.278,0.973,74.547,-118.421,-10.64,56.454,-51.577,-7.228,40.926,0
1994,"Is This Love?","Cake",-9.545,199.57333,1,0.879,105.41,0.852,"A",0.898,7,0.661375097,-59.113,-59.113,-1.33,0.0021,0.03755,0.58236,-60,-60,-6.542,0.011,0.683,1,0.014,0.395,1,0.011,0.211,1,0.013,0.18,1,0.04,0.141,1,0.014,0.38,1,0.013,0.564,1,0.014,0.296,1,0.033,0.304,1,0.021,0.2,1,0.016,0.171,1,0.017,1,1,0.472,0.472,54.224,-122.016,178.688,208.653,-131.879,13.955,163.18,-143.66,-22.891,299.699,-30.427,47.643,124.521,-86.725,-42.732,77.37,-91.657,7.403,46.459,-60.379,2.537,67.863,-64.994,-17.656,62.153,-54.399,3.916,55.103,-77.894,-12.138,49.495,-56.175,-5.487,49.803,0
1994,"Rock N Roll Lifestyle","Cake",-10.451,254.06667,1,0.506,117.374,0.881,"C",0.46,12,0.455268236,-60,-60,-2.312,0,0,0.3058,-60,-60,-6.723,0.004,1,1,0.01,0.916,1,0.009,0.61,1,0.008,0.647,1,0.008,0.433,1,0.009,0.528,1,0.006,0.627,1,0.006,0.507,1,0.007,0.399,1,0.008,0.565,1,0.008,0.605,1,0.008,0.972,1,0,0,54.369,-101.528,171.13,366.566,-140.213,9.469,139.645,-223.353,-28.48,222.386,-80.733,57.491,161.016,-95.403,-50.067,216.148,-104.127,14.833,59.138,-135.538,5.359,151.652,-74.306,-27.228,45.96,-84.536,0.973,149.36,-144.472,-10.64,42.071,-46.758,-7.228,50.947,0
